Customer ID,Name,Gender,Age,Occupation,Marital Status,"Address (City, State, Zip Code)",Age Group
CUST44423635,Lauren Williams,Female,53,"Designer, furniture",Divorced,"Michaelport, Massachusetts, 65363",45-59
CUST56782683,Lindsay Archer,Other,31,Accommodation manager,Single,"New Bradley, Florida, 45241",30-44
CUST13779414,Tiffany Castillo,Female,38,Furniture designer,Married,"North Ana, Nevada, 37031",30-44
CUST34592593,Carrie Jackson,Other,63,"Designer, industrial/product",Widowed,"New Crystalside, Rhode Island, 50924",60+
CUST67191526,Deborah Mitchell,Female,73,Phytotherapist,Single,"Sophiaside, North Dakota, 73188",60+
CUST62731614,Gordon Thornton,Female,77,Podiatrist,Single,"Port Adam, North Carolina, 20860",60+
CUST67047111,Meredith Harrington,Male,85,Music tutor,Married,"Steventon, Oklahoma, 54455",60+
CUST83877319,Rebecca Wolf,Female,51,"Administrator, sports",Married,"Allisonburgh, Utah, 25995",45-59
CUST35369973,Lori Crawford,Female,62,Fisheries officer,Widowed,"West Jacob, Wisconsin, 55548",60+
CUST95998610,Jerome Manning,Other,84,"Production assistant, television",Single,"East Frankland, Nevada, 83698",60+
CUST66269166,Dillon Kim,Female,28,Market researcher,Single,"Christophertown, New York, 01938",18-29
CUST08841452,Christina Sanders,Female,47,Press photographer,Married,"Terryton, Pennsylvania, 61490",45-59
CUST58089188,Keith Elliott,Other,70,Health promotion specialist,Married,"Lynnfurt, New Mexico, 68880",60+
CUST46259140,Brad Hancock,Female,29,Media planner,Widowed,"North Jamesville, Texas, 71361",18-29
CUST35441846,Ernest Skinner,Female,51,Agricultural consultant,Married,"Philipberg, Wisconsin, 83806",45-59
CUST23369494,Michael Larson,Other,70,Operations geologist,Single,"Williamburgh, Florida, 18058",60+
CUST22118188,Michele Moran,Male,43,Armed forces training and education officer,Single,"Port Angelafurt, Idaho, 45681",30-44
CUST04667143,Robin Miller,Female,30,Ecologist,Single,"Jamesview, Massachusetts, 92304",30-44
CUST24920399,Rachel Holmes,Male,27,"Programmer, multimedia",Divorced,"Port Rachel, Oklahoma, 20531",18-29
CUST52337297,Kevin May,Female,63,Analytical chemist,Divorced,"Lisaland, Illinois, 85488",60+
CUST31745463,Lisa Burnett,Female,73,"Scientist, research (maths)",Divorced,"Lake Matthew, Tennessee, 18179",60+
CUST34798424,Justin Stephens,Female,49,"Scientist, marine",Married,"Aaronland, Connecticut, 56564",45-59
CUST93269449,Laura Rogers,Other,46,Multimedia specialist,Widowed,"Vanessaville, Florida, 42036",45-59
CUST54360382,Catherine Martinez,Female,24,Leisure centre manager,Single,"North Robert, Arkansas, 92099",18-29
CUST42711609,James Williams,Male,66,Dispensing optician,Single,"Samanthaland, Nebraska, 07579",60+
CUST18690485,Larry Oliver,Other,71,Freight forwarder,Single,"Annamouth, Nebraska, 24181",60+
CUST59244029,Robert Lee,Male,52,Naval architect,Single,"West Coletown, Minnesota, 03297",45-59
CUST57866509,Luis Valdez,Other,31,"Administrator, Civil Service",Divorced,"Stephenside, West Virginia, 91576",30-44
CUST01712934,Bobby Williams PhD,Other,33,Garment/textile technologist,Single,"Lake Zacharyland, Michigan, 47496",30-44
CUST64541512,Kaitlin Johnson,Male,82,"Scientist, clinical (histocompatibility and immunogenetics)",Divorced,"Susantown, Missouri, 44762",60+
CUST88437448,Joshua Thomas,Other,69,Ecologist,Widowed,"Lake Erin, South Carolina, 43528",60+
CUST22414349,Karen Barron,Male,84,Occupational therapist,Single,"East Johnport, Michigan, 22785",60+
CUST19610336,Heather Martin,Male,77,Petroleum engineer,Widowed,"Coxshire, Florida, 51161",60+
CUST64137898,Alexis Conrad,Other,84,"Accountant, chartered public finance",Married,"Higginsburgh, Georgia, 03058",60+
CUST71975466,Frank Smith,Other,45,Art gallery manager,Widowed,"New Cherylberg, Utah, 50291",45-59
CUST04637002,Jennifer Bradley,Other,46,Learning mentor,Single,"East Michael, Indiana, 70408",45-59
CUST87469836,Carlos Knight,Male,65,Make,Divorced,"South Paulabury, New Mexico, 50538",60+
CUST73939021,James Brewer,Male,68,Occupational psychologist,Widowed,"Port Johnnyview, North Dakota, 49233",60+
CUST72304045,Lindsey Chan,Female,44,Fast food restaurant manager,Single,"Billymouth, Montana, 82565",30-44
CUST96593506,Shawn Williams,Other,81,"Nurse, children's",Single,"Port Robertfurt, Nevada, 14239",60+
CUST26300868,Lindsey Martin,Other,83,"Librarian, public",Divorced,"Jenkinsshire, Maine, 66503",60+
CUST12528235,Jacob Thomas,Female,47,Materials engineer,Divorced,"Mccoyton, Illinois, 34269",45-59
CUST90354954,Kevin Phillips,Female,21,Architectural technologist,Single,"Andreaton, Utah, 54312",18-29
CUST46978140,Nicholas Reed,Female,51,Consulting civil engineer,Widowed,"New Michaeltown, Nevada, 76089",45-59
CUST12667505,Billy Page,Male,38,Careers adviser,Widowed,"Gardnerside, Florida, 22682",30-44
CUST86219059,Christopher Johnson,Male,50,Control and instrumentation engineer,Single,"Kellyport, Virginia, 44432",45-59
CUST58545735,Rebekah Sloan,Other,45,Osteopath,Married,"Rachelmouth, South Dakota, 66241",45-59
CUST69367329,Kim Thomas,Female,43,Mudlogger,Married,"Jimmyfurt, Minnesota, 51653",30-44
CUST43157063,Kayla Oconnell,Other,59,Optometrist,Single,"Lake Teresaberg, Alabama, 76980",45-59
CUST00812258,Michele Walls,Male,71,"Scientist, forensic",Widowed,"Lake Kimberlyborough, Rhode Island, 84950",60+
CUST15432662,Kayla Adams,Male,19,Volunteer coordinator,Divorced,"South Christopher, Arizona, 01875",18-29
CUST09396272,Jack Sharp,Other,84,"Investment banker, corporate",Married,"Lake Shawnshire, Vermont, 33778",60+
CUST20322995,Robin Perez,Female,33,"Designer, interior/spatial",Widowed,"Port Melissaburgh, Alaska, 84808",30-44
CUST35283238,Sherry Holmes,Male,74,Translator,Single,"South Jean, Montana, 35120",60+
CUST83454246,Chad Price,Male,39,Prison officer,Divorced,"South Sarahland, Tennessee, 77599",30-44
CUST21771951,David Marks,Other,71,Archaeologist,Married,"Harveyview, North Carolina, 64762",60+
CUST25851292,Jennifer Baker,Other,20,Event organiser,Widowed,"Erikberg, New Jersey, 09524",18-29
CUST78015254,Karen Knight,Male,29,Outdoor activities/education manager,Single,"West Timothyville, Maine, 18991",18-29
CUST88072369,Brandon Barrett,Female,68,Barista,Divorced,"New Angelica, Alabama, 04834",60+
CUST78122085,Kristin Campos,Male,75,Recycling officer,Married,"South Anitamouth, Connecticut, 90382",60+
CUST47716501,Darrell Roberson,Other,63,Insurance risk surveyor,Divorced,"Jeffreyfort, Minnesota, 67213",60+
CUST82620898,Anna Torres,Other,68,"Pharmacist, hospital",Divorced,"Lake Michael, Missouri, 99877",60+
CUST44428936,Dwayne Gonzalez,Female,68,Quarry manager,Widowed,"Justinberg, Wyoming, 16158",60+
CUST65678125,Jonathan Ruiz,Other,35,Midwife,Widowed,"Ryanstad, Montana, 94134",30-44
CUST92395712,Sharon Castillo MD,Other,26,Product designer,Single,"West Sarah, West Virginia, 25003",18-29
CUST21270891,Gina Perez,Male,64,Music tutor,Divorced,"Marshallmouth, Oregon, 81515",60+
CUST09069838,James Collins,Female,81,"Exhibitions officer, museum/gallery",Divorced,"Apriltown, Colorado, 62336",60+
CUST80410152,Steven Perez,Other,44,Plant breeder/geneticist,Widowed,"New Kelseychester, Colorado, 35033",30-44
CUST11166559,Gabriel Wilson,Male,18,Medical physicist,Single,"East Stephanietown, Missouri, 70569",18-29
CUST46661036,Bruce Jacobs,Other,42,"Engineer, communications",Single,"Lake Steventown, North Dakota, 81948",30-44
CUST31962963,Andrea Thompson,Other,27,Facilities manager,Widowed,"South Patrick, Alabama, 57623",18-29
CUST81127641,William Williams,Female,34,Geophysical data processor,Single,"New Michaelstad, Michigan, 89260",30-44
CUST51192764,Chad Holmes,Female,32,Food technologist,Divorced,"Lake Daletown, Vermont, 19099",30-44
CUST55000711,Mary Gray,Female,79,"Teacher, primary school",Single,"Jameshaven, North Carolina, 16274",60+
CUST38035904,Melissa Wells,Male,24,Sales executive,Widowed,"Harrisonmouth, Oklahoma, 45041",18-29
CUST17249857,David Miller,Female,36,Risk analyst,Married,"Loribury, New Jersey, 33068",30-44
CUST65104226,Reginald Jenkins,Other,24,Product manager,Single,"New Richardmouth, Iowa, 56794",18-29
CUST86117199,John Thomas,Male,59,Prison officer,Married,"Michaelfort, Rhode Island, 20005",45-59
CUST37024645,Kelly Miller,Male,58,Hydrologist,Widowed,"North Ericton, Michigan, 81999",45-59
CUST34440268,Pamela Mcdonald,Other,58,Emergency planning/management officer,Married,"Crawfordburgh, Montana, 06678",45-59
CUST81061023,Rebecca Woodward,Other,79,"Scientist, research (life sciences)",Widowed,"Lake Mark, North Dakota, 71643",60+
CUST53665257,Linda Hamilton,Female,61,Waste management officer,Single,"Nolanshire, Indiana, 78890",60+
CUST20146551,David Stein,Male,63,"Investment banker, corporate",Single,"North Bradley, Florida, 32331",60+
CUST91249906,Michael Walker,Male,79,Clinical embryologist,Divorced,"Middletonport, Utah, 44822",60+
CUST68710759,Corey Watson PhD,Male,67,Primary school teacher,Divorced,"Gonzalesmouth, New Jersey, 09325",60+
CUST65204686,Paul Walton,Other,74,"Nurse, mental health",Divorced,"Zimmermanborough, Mississippi, 92804",60+
CUST59586533,Jared Miller,Female,48,Passenger transport manager,Married,"Fernandeztown, Texas, 18376",45-59
CUST22593456,Susan Parker,Male,59,Speech and language therapist,Married,"North Cassidyfort, Wisconsin, 02505",45-59
CUST17557194,Luis Ward,Other,41,Charity officer,Divorced,"Port Lindseytown, Pennsylvania, 67694",30-44
CUST67042353,John Rodriguez,Female,58,Product manager,Single,"Nataliebury, Missouri, 50840",45-59
CUST09615056,Tammy Perez,Female,58,Therapeutic radiographer,Widowed,"Selenaton, Georgia, 41858",45-59
CUST09831274,Kristy Brown,Other,71,Secretary/administrator,Widowed,"Grahamfurt, Washington, 03684",60+
CUST39009650,Lawrence Walls,Other,83,Contracting civil engineer,Divorced,"North David, Nevada, 32991",60+
CUST98992009,Dillon Cruz,Female,29,Local government officer,Widowed,"Nathanielborough, West Virginia, 71505",18-29
CUST77596982,Gina Tran,Male,41,"Designer, television/film set",Married,"Weissview, Michigan, 18545",30-44
CUST18271621,Zachary Austin,Other,70,Pensions consultant,Married,"West Ashleyhaven, California, 77335",60+
CUST15366770,Andrew Pittman,Other,53,Environmental health practitioner,Married,"Colinborough, Idaho, 91423",45-59
CUST01250140,Crystal Harris,Female,46,Print production planner,Married,"Ericstad, Oklahoma, 26819",45-59
CUST46496271,Ronald Terrell,Female,52,Health and safety inspector,Divorced,"North Donnamouth, Maryland, 93087",45-59
CUST59250399,Erica Miller,Male,84,"Administrator, education",Married,"Lindaburgh, Virginia, 36585",60+
CUST79448571,Kayla Reed,Male,51,"Production assistant, radio",Widowed,"South Wesleychester, Delaware, 11035",45-59
CUST93083757,Julie Nguyen,Other,37,Housing manager/officer,Single,"Lake Samuel, Vermont, 38083",30-44
CUST34792290,Russell Little,Female,33,Geophysical data processor,Widowed,"Port Theresamouth, Massachusetts, 72308",30-44
CUST71225485,Donna Logan,Other,43,Fish farm manager,Married,"West Carla, Missouri, 55367",30-44
CUST41856556,Darin Tapia,Other,68,Site engineer,Divorced,"Prestonville, Nevada, 49583",60+
CUST64673977,Anthony Mccarthy,Male,43,Publishing rights manager,Widowed,"Johnsonland, Maryland, 13401",30-44
CUST26814026,Sue Horne,Female,60,"Administrator, local government",Divorced,"Aliciaville, North Dakota, 32814",60+
CUST80146621,Mr. Jeffrey Terry DVM,Male,20,"Development worker, international aid",Widowed,"Jamesberg, Iowa, 39932",18-29
CUST25671537,Charlotte Bird,Female,42,Sport and exercise psychologist,Married,"East Jessechester, Virginia, 21058",30-44
CUST95473042,Justin Ibarra,Other,37,Television camera operator,Married,"Lake John, Wyoming, 39742",30-44
CUST84115229,Savannah Fletcher,Male,74,Advertising art director,Widowed,"Tylerborough, Arkansas, 54508",60+
CUST98240391,Jonathan Lewis,Male,84,"Social research officer, government",Single,"Garcialand, Ohio, 02028",60+
CUST07808725,Stephanie Smith,Female,38,Financial manager,Married,"Coleview, Nebraska, 45759",30-44
CUST66575966,Deanna Jones,Male,46,"Designer, industrial/product",Married,"Lake Jason, Arizona, 07534",45-59
CUST76889885,Andrea Griffin,Male,26,"Production designer, theatre/television/film",Single,"New Courtney, North Carolina, 38401",18-29
CUST22475971,Charles Estrada,Female,25,Medical technical officer,Divorced,"Warrenview, Florida, 03450",18-29
CUST36302275,Nicholas Bass,Male,49,"Engineer, communications",Married,"Morganport, New Hampshire, 18762",45-59
CUST49025513,Edward Stokes,Other,67,Learning disability nurse,Married,"Melissafurt, Montana, 76359",60+
CUST24626933,Steven Evans,Female,21,Systems analyst,Widowed,"East Ryan, Kentucky, 67920",18-29
CUST94675748,Charles Harper,Other,84,Ship broker,Married,"Starkview, Nevada, 40039",60+
CUST10132445,Matthew Williams,Male,81,"Engineer, biomedical",Divorced,"Stephenland, Alaska, 26880",60+
CUST91037810,Savannah Werner,Female,59,Accommodation manager,Married,"East Christine, Texas, 47736",45-59
CUST37162794,Debra Craig,Other,63,"Administrator, sports",Widowed,"New Sabrinaburgh, Maryland, 31451",60+
CUST84595409,Jonathan Cox,Other,67,Marine scientist,Widowed,"New Ryanville, Vermont, 03742",60+
CUST26008635,Alexis Schmidt,Other,61,Manufacturing engineer,Single,"Port Samantha, Illinois, 42348",60+
CUST90338285,Christopher Barrett,Female,39,Veterinary surgeon,Widowed,"Willisbury, Alabama, 07599",30-44
CUST41173178,Larry Lucas,Male,54,Control and instrumentation engineer,Single,"South Kyleborough, Virginia, 08557",45-59
CUST28641281,Charles Werner,Other,21,Graphic designer,Widowed,"Rowlandmouth, Louisiana, 85168",18-29
CUST01363234,Robert Moore,Other,82,Clinical cytogeneticist,Divorced,"Angelicafurt, Rhode Island, 59193",60+
CUST16049233,Christopher Bradshaw,Other,77,Computer games developer,Divorced,"New Kiaraburgh, West Virginia, 63714",60+
CUST37124636,Nicholas Cohen,Other,54,"Physicist, medical",Married,"Joshuaville, South Dakota, 47122",45-59
CUST01781896,Kimberly Jones,Other,35,Architect,Single,"Port Stephanieville, Nebraska, 50971",30-44
CUST48783124,Karen Johnson,Male,29,Counselling psychologist,Widowed,"Lake Philipshire, West Virginia, 30007",18-29
CUST62457391,Jason Gillespie,Female,71,Air broker,Widowed,"New Kimberlyberg, Oklahoma, 96333",60+
CUST77003636,Jennifer Mcclain,Other,47,Sports coach,Divorced,"Lake Maryside, Georgia, 73975",45-59
CUST44042438,Bethany Clark,Female,56,Dispensing optician,Widowed,"New Terrenceview, Kentucky, 28240",45-59
CUST53857349,Adam Fields,Female,26,Arts development officer,Married,"North Danielleberg, Wyoming, 18962",18-29
